store_code,no_of_subway_station,no_of_department_store,no_of_embassy,no_of_beauty_salon,no_of_police,no_of_courthouse,no_of_cemetery,no_of_pharmacy,no_of_local_government_office,no_of_shopping_mall,no_of_city_hall,no_of_rv_park,no_of_shoe_store,no_of_bank,no_of_bowling_alley,no_of_bar,no_of_university,no_of_car_dealer,no_of_movie_theater,no_of_taxi_stand,no_of_jewelry_store,no_of_church,no_of_convenience_store,no_of_campground,no_of_lawyer,no_of_parking,no_of_post_office,no_of_hindu_temple,no_of_hardware_store,no_of_meal_takeaway,no_of_movie_rental,no_of_gas_station,no_of_funeral_home,no_of_aquarium,no_of_restaurant,no_of_home_goods_store,no_of_casino,no_of_veterinary_care,no_of_airport,no_of_bus_station,no_of_museum,no_of_night_club,no_of_electrician,no_of_mosque,no_of_amusement_park,no_of_lodging,no_of_florist,no_of_liquor_store,no_of_hospital,no_of_car_rental,no_of_stadium,no_of_store,no_of_hair_care,no_of_transit_station,no_of_meal_delivery,no_of_gym,no_of_park,no_of_dentist,no_of_library,no_of_book_store,no_of_painter,no_of_roofing_contractor,no_of_moving_company,no_of_clothing_store,no_of_furniture_store,no_of_physiotherapist,no_of_atm,no_of_art_gallery,no_of_car_wash,no_of_locksmith,no_of_spa,no_of_accounting,no_of_cafe,no_of_car_repair,no_of_synagogue,no_of_real_estate_agency,no_of_electronics_store,no_of_doctor,no_of_bicycle_store,no_of_storage,no_of_zoo,no_of_train_station,no_of_fire_station,no_of_laundry,no_of_insurance_agency,no_of_plumber,no_of_pet_store,no_of_bakery,no_of_travel_agency,avg_rating_of_subway_station,avg_rating_of_department_store,avg_rating_of_embassy,avg_rating_of_beauty_salon,avg_rating_of_police,avg_rating_of_courthouse,avg_rating_of_cemetery,avg_rating_of_pharmacy,avg_rating_of_local_government_office,avg_rating_of_shopping_mall,avg_rating_of_city_hall,avg_rating_of_rv_park,avg_rating_of_shoe_store,avg_rating_of_bank,avg_rating_of_bowling_alley,avg_rating_of_bar,avg_rating_of_university,avg_rating_of_car_dealer,avg_rating_of_movie_theater,avg_rating_of_taxi_stand,avg_rating_of_jewelry_store,avg_rating_of_church,avg_rating_of_convenience_store,avg_rating_of_campground,avg_rating_of_lawyer,avg_rating_of_parking,avg_rating_of_post_office,avg_rating_of_hindu_temple,avg_rating_of_hardware_store,avg_rating_of_meal_takeaway,avg_rating_of_movie_rental,avg_rating_of_gas_station,avg_rating_of_funeral_home,avg_rating_of_aquarium,avg_rating_of_restaurant,avg_rating_of_home_goods_store,avg_rating_of_casino,avg_rating_of_veterinary_care,avg_rating_of_airport,avg_rating_of_bus_station,avg_rating_of_museum,avg_rating_of_night_club,avg_rating_of_electrician,avg_rating_of_mosque,avg_rating_of_amusement_park,avg_rating_of_lodging,avg_rating_of_florist,avg_rating_of_liquor_store,avg_rating_of_hospital,avg_rating_of_car_rental,avg_rating_of_stadium,avg_rating_of_store,avg_rating_of_hair_care,avg_rating_of_transit_station,avg_rating_of_meal_delivery,avg_rating_of_gym,avg_rating_of_park,avg_rating_of_dentist,avg_rating_of_library,avg_rating_of_book_store,avg_rating_of_painter,avg_rating_of_roofing_contractor,avg_rating_of_moving_company,avg_rating_of_clothing_store,avg_rating_of_furniture_store,avg_rating_of_physiotherapist,avg_rating_of_atm,avg_rating_of_art_gallery,avg_rating_of_car_wash,avg_rating_of_locksmith,avg_rating_of_spa,avg_rating_of_accounting,avg_rating_of_cafe,avg_rating_of_car_repair,avg_rating_of_synagogue,avg_rating_of_real_estate_agency,avg_rating_of_electronics_store,avg_rating_of_doctor,avg_rating_of_bicycle_store,avg_rating_of_storage,avg_rating_of_zoo,avg_rating_of_train_station,avg_rating_of_fire_station,avg_rating_of_laundry,avg_rating_of_insurance_agency,avg_rating_of_plumber,avg_rating_of_pet_store,avg_rating_of_bakery,avg_rating_of_travel_agency,near_by_post_code,no_of_near_by_shops
15256,0,1,1,13,1,0,0,7,3,4,0,0,5,12,0,24,1,0,0,0,9,1,1,0,5,5,2,0,0,6,0,1,0,0,60,4,0,0,0,4,1,5,3,0,0,26,1,4,5,1,0,60,20,7,1,2,0,9,1,6,1,1,0,30,0,4,4,2,0,4,8,3,16,0,0,23,3,56,1,0,0,2,0,1,1,1,1,11,24,0.0,4.2,0.0,2.5153846153846158,0.0,0.0,0.0,1.6285714285714283,2.2666666666666666,2.3,0.0,0,1.92,1.825,0.0,3.1749999999999994,4.5,0.0,0.0,0.0,1.5,4.7,4.3,0.0,1.0,2.5,1.6,0,0.0,3.983333333333333,0.0,0.0,0.0,0.0,3.5150000000000015,4.125,0.0,0.0,0.0,4.175000000000001,0.0,3.28,1.6666666666666667,0.0,0.0,3.1230769230769226,0.0,2.425,1.9600000000000002,2.8,0.0,3.013333333333333,1.8849999999999998,3.6857142857142855,3.8,2.15,0.0,2.0,0.0,3.733333333333333,0.0,5.0,0.0,1.9133333333333333,0.0,1.2,0.975,2.2,0.0,1.325,3.475,1.6666666666666667,3.40625,0.0,0.0,0.21739130434782608,2.966666666666667,1.2839285714285715,4.6,0.0,0.0,2.05,0.0,0.0,4.0,5.0,2.7,2.027272727272727,1.8791666666666667,9,9
15491,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,15,5,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,2,2,3,0,1,0,1,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,0,0.0,5.0,0.0,0.0,0.0,0.0,4.557142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.9333333333333333,1.9600000000000002,3.0,5.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.675,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1
15599,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,2,1,0,1,0,0,0,0,3,0,0,1,2,0,0,0,2,0,0,2,0,0,4,0,0,0,0,0,12,1,2,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,3,1,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,4.35,0.0,0.0,0.0,4.9,0.0,0.0,0.0,3.5,0.0,0.0,5.0,0,0.0,0.0,0.0,1.4000000000000001,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,3.4416666666666664,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.8,0.0,3,3
15605,0,0,0,0,0,0,0,1,0,2,0,0,3,0,0,0,0,2,0,0,2,1,0,0,0,1,1,0,0,0,0,4,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22,1,1,0,0,0,0,0,0,0,0,0,5,0,0,1,0,1,0,0,0,0,3,0,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95,0.0,0,1.4333333333333333,0.0,0.0,0.0,0.0,2.35,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.25,0.0,0.0,3.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.233333333333333,0.0,1.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3
15717,0,1,0,1,0,0,0,2,0,2,0,0,3,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,5,0,0,7,10,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,47,1,1,0,0,0,2,0,0,0,0,1,14,5,0,2,0,0,0,0,0,1,1,0,1,4,2,2,1,0,0,0,0,0,0,0,1,1,0.0,4.2,0.0,0.0,0.0,0.0,0.0,2.25,0.0,4.2,0.0,0,4.133333333333334,5.0,0.0,4.1,0.0,4.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,3.54,0.0,0.0,3.8142857142857136,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,2.740425531914894,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6357142857142857,2.44,0.0,2.5,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,2.925,2.5,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1
15796,0,1,0,0,0,0,0,1,1,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,1,1,0,0,0,3,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0.0,2.6666666666666665,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.809090909090909,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
16136,0,0,0,1,0,0,0,1,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,6,1,0,0,0,1,0,0,1,0,0,9,0,0,0,0,0,10,2,3,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,2,0,0,2,0,0,0,1,0,1,0,0,2,0,0,1,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.4333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8666666666666663,0.0,0.0,0.0,0.0,0.0,3.04,2.5,3.1666666666666665,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,5.0,0.0,4.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,1.5,0.0,0.0,4.2,0.0,1,1
16175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.8800000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,1,1
16314,0,0,0,5,0,0,0,2,1,1,0,0,1,3,0,1,0,0,0,0,1,2,0,0,0,0,1,0,0,2,0,1,1,0,10,3,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,33,8,4,0,2,1,3,0,0,0,0,0,5,0,1,1,0,0,1,1,0,4,0,0,5,1,8,0,0,0,1,0,0,5,0,0,3,2,0.0,0.0,0.0,2.7199999999999998,0.0,0.0,0.0,2.5,3.0,0.0,0.0,0,3.0,1.5,0.0,4.5,0.0,0.0,0.0,0.0,4.7,2.5,0.0,0.0,0.0,0.0,0.0,0,0.0,4.6,0.0,3.9,0.0,0.0,2.5799999999999996,3.3333333333333335,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,3.3757575757575755,1.875,2.2,0.0,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,4.45,0.0,0.0,0.2,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.6599999999999999,0.0,0.0,4.5,0.0,1,2
16565,0,1,0,1,0,0,0,2,0,1,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,4,0,0,2,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,40,1,4,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,1,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0.0,4.1,0.0,0.0,0.0,0.0,0.0,1.5,0.0,4.1,0.0,0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.5,3.6,0.0,3.325,0.0,0.0,4.15,4.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9075,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0555555555555556,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.65,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2
16581,0,0,0,4,0,0,0,3,0,1,0,0,1,6,0,5,0,0,0,0,0,0,0,0,10,2,1,0,0,2,0,0,0,0,23,2,0,0,0,4,0,1,1,0,0,2,2,0,0,0,0,41,9,5,0,0,0,8,0,0,0,1,0,8,1,8,2,2,0,0,2,1,4,0,0,17,2,32,0,0,0,0,0,0,4,1,1,3,3,0.0,0.0,0.0,2.5,0.0,0.0,0.0,3.1666666666666665,0.0,4.3,0.0,0,0.0,1.45,0.0,2.3600000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,5.0,0,0.0,2.0,0.0,0.0,0.0,0.0,3.034782608695652,1.5,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,3.8499999999999996,4.75,0.0,0.0,0.0,0.0,2.5170731707317073,2.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.375,3.0,1.25,2.5,4.85,0.0,0.0,4.2,0.0,2.0,0.0,0.0,0.5882352941176471,2.5,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.5666666666666667,3,2
16635,0,0,0,5,0,0,0,3,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,0,11,1,0,0,0,4,0,0,2,1,0,0,1,0,0,0,0,20,3,4,0,1,1,3,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,5,0,3,4,1,1,0,0,0,0,0,0,1,0,0,2,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.5,0.0,0,0.0,0.0,0.0,4.2,0.0,2.35,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.3,0,0.0,0.0,0.0,0.0,0.0,0.0,2.4909090909090907,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,4.2,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.375,2.0,1.25,0.0,4.5,3.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.3,0.0,0.0,2.5,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,3,10
16796,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,1,0,0,0,1,0,2,2,0,0,40,0,0,0,0,0,26,0,2,0,0,0,0,0,0,0,0,0,6,0,1,2,0,0,0,5,0,2,1,0,5,2,2,0,0,0,0,0,0,1,0,0,4,2,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0.0,1.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3.9,0.0,0.0,0.0,0.0,2.425925925925926,0.0,0.0,0.0,0.0,4.0,0.0,2.5,2.5,0.0,0.0,2.7625,0.0,0.0,0.0,0.0,0.0,1.4230769230769231,0.0,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,1.5,0.0,0.0,0.0,4.44,0.0,3.75,0.0,0.0,2.0,0.0,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,2.25,4,1
16894,0,0,0,2,1,0,1,1,1,0,1,0,0,5,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,2,0,0,0,0,20,1,0,0,0,5,0,1,2,0,0,17,1,2,2,0,0,18,3,5,0,0,1,0,0,0,0,0,0,4,0,3,2,0,0,0,5,0,2,0,0,9,1,5,0,0,0,0,1,0,0,1,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4.35,0.0,0.0,0.0,0.0,3.195,0.0,0.0,0.0,0.0,0.86,0.0,1.0,0.0,0.0,0.0,3.3000000000000007,0.0,2.25,4.35,0.0,0.0,1.25,3.3333333333333335,0.86,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.925,0.0,0.0,0.0,0.0,0.0,0.0,2.94,0.0,4.55,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,1.9,1,1
17344,0,0,0,3,0,0,0,2,0,2,0,0,2,2,0,1,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,4,3,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,36,3,2,0,1,0,2,1,0,0,0,0,6,1,1,2,0,0,3,0,0,1,1,0,3,1,3,2,0,0,0,0,1,0,0,1,1,3,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,2.0,0.0,4.5,0.0,0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.05,0,0.0,0.0,0.0,1.0,0.0,0.0,3.3,3.0666666666666664,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.708333333333333,4.5,2.5,0.0,4.5,0.0,2.15,4.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,1.7333333333333334,4.2,4.433333333333334,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2,2
17378,0,1,0,15,0,0,0,8,0,0,0,0,5,5,0,9,0,0,2,0,11,0,0,0,8,2,1,0,0,3,1,0,1,0,30,10,0,1,0,3,7,1,1,0,0,4,4,2,2,0,0,60,21,4,1,2,0,15,1,5,2,0,0,38,4,8,2,4,0,0,3,2,10,2,0,26,2,41,2,0,0,0,0,0,5,0,1,4,5,0.0,4.0,0.0,2.2,0.0,0.0,0.0,3.9375,0.0,0.0,0.0,0,2.2,3.3,0.0,4.144444444444444,0.0,0.0,4.05,0.0,2.5636363636363635,0.0,0.0,0.0,0.0,3.85,4.0,0,0.0,4.066666666666666,0.0,0.0,0.0,0.0,3.873333333333333,1.0,0.0,4.8,0.0,0.0,2.6142857142857143,0.0,0.0,0.0,0.0,3.775,2.75,5.0,1.9,0.0,0.0,2.9666666666666663,2.1619047619047618,1.25,4.2,2.5,0.0,0.9333333333333333,0.0,3.9799999999999995,2.0,0.0,0.0,0.9210526315789473,2.5,0.625,2.25,0.0,0.0,0.0,2.9,0.0,3.55,2.5,0.0,0.5423076923076923,4.1,1.1097560975609757,2.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.725,0.86,4,5
17392,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,1,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,10,1,4,1,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0.0,4.7,0.0,0.0,0.0,0.0,4.766666666666667,0.0,0.0,0.0,0.0,0.875,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.58,3.0,0.875,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1
17406,0,0,0,2,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,4,7,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,23,4,2,0,0,0,0,0,1,0,0,0,3,4,1,1,1,0,0,1,0,1,2,0,4,1,3,0,0,0,0,0,0,2,0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0.0,1.9,0.0,0.0,0.0,0.0,2.3,2.4285714285714284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.491304347826087,1.25,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,5.0,0.0,0.0,5.0,0.0,4.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,3,2
17470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4.1,0.0,0.0,0.0,0.0,4.4,4.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.757142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,3,1
17768,0,0,0,1,0,0,0,1,0,0,0,0,0,5,0,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,17,0,0,0,0,1,0,1,2,0,0,21,1,0,0,0,0,18,0,2,0,0,0,0,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,1,3,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.5529411764705885,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,3.2904761904761903,0.0,0.0,0.0,0.0,0.0,1.8888888888888888,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4000000000000001,1,1
17863,0,1,4,29,1,0,0,16,1,5,0,0,12,41,0,19,0,1,2,0,22,2,0,0,38,5,2,0,0,8,0,0,0,0,60,22,0,0,0,7,3,6,6,0,0,7,4,4,2,0,0,60,36,8,1,5,1,25,1,8,1,0,0,60,12,3,8,7,0,3,6,6,12,3,0,60,12,31,0,0,0,0,0,0,4,2,0,5,20,0.0,4.2,0.0,2.0586206896551724,4.0,0.0,0.0,1.4375,4.3,1.6800000000000002,0.0,0,1.8,1.9682926829268292,0.0,3.6105263157894734,0.0,0.0,1.8,0.0,1.1954545454545453,4.8,0.0,0.0,0.5789473684210527,3.08,2.15,0,0.0,2.925,0.0,0.0,0.0,0.0,3.1516666666666664,2.3954545454545455,0.0,0.0,0.0,1.542857142857143,3.1,2.9333333333333336,0.8333333333333334,0.0,0.0,3.0714285714285716,0.75,1.25,1.75,0.0,0.0,2.948333333333333,2.0083333333333333,1.975,4.3,3.5200000000000005,0.0,0.44,0.0,4.7875,0.0,0.0,0.0,1.9049999999999998,1.25,1.6666666666666667,1.125,2.6571428571428575,0.0,3.0,2.5,1.6666666666666667,4.008333333333334,0.0,0.0,0.8333333333333334,1.3333333333333333,0.5806451612903226,0.0,0.0,0.0,0.0,0.0,0.0,3.25,2.5,0.0,1.6199999999999999,2.175,3,10
