store_code,no_of_subway_station,no_of_department_store,no_of_embassy,no_of_beauty_salon,no_of_police,no_of_courthouse,no_of_cemetery,no_of_pharmacy,no_of_local_government_office,no_of_shopping_mall,no_of_city_hall,no_of_rv_park,no_of_shoe_store,no_of_bank,no_of_bowling_alley,no_of_bar,no_of_university,no_of_car_dealer,no_of_movie_theater,no_of_taxi_stand,no_of_jewelry_store,no_of_church,no_of_convenience_store,no_of_campground,no_of_lawyer,no_of_parking,no_of_post_office,no_of_hindu_temple,no_of_hardware_store,no_of_meal_takeaway,no_of_movie_rental,no_of_gas_station,no_of_funeral_home,no_of_aquarium,no_of_restaurant,no_of_home_goods_store,no_of_casino,no_of_veterinary_care,no_of_airport,no_of_bus_station,no_of_museum,no_of_night_club,no_of_electrician,no_of_mosque,no_of_amusement_park,no_of_lodging,no_of_florist,no_of_liquor_store,no_of_hospital,no_of_car_rental,no_of_stadium,no_of_store,no_of_hair_care,no_of_transit_station,no_of_meal_delivery,no_of_gym,no_of_park,no_of_dentist,no_of_library,no_of_book_store,no_of_painter,no_of_roofing_contractor,no_of_moving_company,no_of_clothing_store,no_of_furniture_store,no_of_physiotherapist,no_of_atm,no_of_art_gallery,no_of_car_wash,no_of_locksmith,no_of_spa,no_of_accounting,no_of_cafe,no_of_car_repair,no_of_synagogue,no_of_real_estate_agency,no_of_electronics_store,no_of_doctor,no_of_bicycle_store,no_of_storage,no_of_zoo,no_of_train_station,no_of_fire_station,no_of_laundry,no_of_insurance_agency,no_of_plumber,no_of_pet_store,no_of_bakery,no_of_travel_agency,avg_rating_of_subway_station,avg_rating_of_department_store,avg_rating_of_embassy,avg_rating_of_beauty_salon,avg_rating_of_police,avg_rating_of_courthouse,avg_rating_of_cemetery,avg_rating_of_pharmacy,avg_rating_of_local_government_office,avg_rating_of_shopping_mall,avg_rating_of_city_hall,avg_rating_of_rv_park,avg_rating_of_shoe_store,avg_rating_of_bank,avg_rating_of_bowling_alley,avg_rating_of_bar,avg_rating_of_university,avg_rating_of_car_dealer,avg_rating_of_movie_theater,avg_rating_of_taxi_stand,avg_rating_of_jewelry_store,avg_rating_of_church,avg_rating_of_convenience_store,avg_rating_of_campground,avg_rating_of_lawyer,avg_rating_of_parking,avg_rating_of_post_office,avg_rating_of_hindu_temple,avg_rating_of_hardware_store,avg_rating_of_meal_takeaway,avg_rating_of_movie_rental,avg_rating_of_gas_station,avg_rating_of_funeral_home,avg_rating_of_aquarium,avg_rating_of_restaurant,avg_rating_of_home_goods_store,avg_rating_of_casino,avg_rating_of_veterinary_care,avg_rating_of_airport,avg_rating_of_bus_station,avg_rating_of_museum,avg_rating_of_night_club,avg_rating_of_electrician,avg_rating_of_mosque,avg_rating_of_amusement_park,avg_rating_of_lodging,avg_rating_of_florist,avg_rating_of_liquor_store,avg_rating_of_hospital,avg_rating_of_car_rental,avg_rating_of_stadium,avg_rating_of_store,avg_rating_of_hair_care,avg_rating_of_transit_station,avg_rating_of_meal_delivery,avg_rating_of_gym,avg_rating_of_park,avg_rating_of_dentist,avg_rating_of_library,avg_rating_of_book_store,avg_rating_of_painter,avg_rating_of_roofing_contractor,avg_rating_of_moving_company,avg_rating_of_clothing_store,avg_rating_of_furniture_store,avg_rating_of_physiotherapist,avg_rating_of_atm,avg_rating_of_art_gallery,avg_rating_of_car_wash,avg_rating_of_locksmith,avg_rating_of_spa,avg_rating_of_accounting,avg_rating_of_cafe,avg_rating_of_car_repair,avg_rating_of_synagogue,avg_rating_of_real_estate_agency,avg_rating_of_electronics_store,avg_rating_of_doctor,avg_rating_of_bicycle_store,avg_rating_of_storage,avg_rating_of_zoo,avg_rating_of_train_station,avg_rating_of_fire_station,avg_rating_of_laundry,avg_rating_of_insurance_agency,avg_rating_of_plumber,avg_rating_of_pet_store,avg_rating_of_bakery,avg_rating_of_travel_agency,near_by_post_code,no_of_near_by_shops
11028,0,1,0,23,0,0,0,8,7,2,0,0,14,8,0,15,1,0,0,0,14,1,0,0,28,2,1,0,0,4,0,1,0,0,38,9,0,0,0,12,0,3,0,0,0,9,1,1,1,0,0,60,33,13,0,4,2,22,3,2,1,0,0,50,3,13,7,4,0,1,5,3,12,0,0,48,2,60,0,0,0,0,0,3,8,0,0,4,12,0.0,3.9,0.0,1.5217391304347827,0.0,0.0,0.0,1.7125,0.7142857142857143,5.0,0.0,0,1.2142857142857142,2.2875,0.0,4.033333333333333,4.2,0.0,0.0,0.0,4.0285714285714285,3.8,0.0,0.0,0.5178571428571429,4.45,0.0,0,0.0,3.15,0.0,0.0,0.0,0.0,3.3736842105263154,0.4666666666666667,0.0,0.0,0.0,0.7416666666666667,0.0,3.9,0.0,0.0,0.0,2.111111111111111,5.0,4.9,0.0,0.0,0.0,2.883333333333334,2.0060606060606063,1.0076923076923077,0.0,0.0,2.25,1.1045454545454545,4.333333333333333,2.15,5.0,0.0,0.0,2.048,0.3333333333333333,0.6153846153846154,1.2285714285714289,3.4749999999999996,0.0,0.0,3.5200000000000005,0.0,4.075,0.0,0.0,0.11458333333333333,3.6,0.6583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.0,3.2,1.8333333333333333,4,8
11028,0,1,0,25,0,0,0,8,7,2,0,0,14,12,0,15,1,0,0,0,14,1,0,0,30,2,2,0,0,4,0,1,0,0,38,9,0,0,0,11,0,3,0,0,0,10,2,1,1,0,0,60,39,12,0,7,2,26,3,3,1,0,0,53,3,16,8,5,0,1,6,3,12,0,0,48,3,60,0,0,0,0,0,3,10,0,0,5,12,0.0,3.9,0.0,1.8,0.0,0.0,0.0,1.7125,0.7142857142857143,5.0,0.0,0,1.2142857142857142,1.5250000000000001,0.0,4.033333333333333,4.2,0.0,0.0,0.0,4.0285714285714285,3.8,0.0,0.0,0.48333333333333334,4.45,2.25,0,0.0,3.15,0.0,0.0,0.0,0.0,3.352631578947368,0.4666666666666667,0.0,0.0,0.0,0.8090909090909091,0.0,3.9,0.0,0.0,0.0,1.9,2.5,4.9,0.0,0.0,0.0,2.9700000000000006,2.082051282051282,1.0916666666666666,0.0,0.4714285714285714,2.25,0.9346153846153846,4.333333333333333,1.4333333333333333,5.0,0.0,0.0,2.0226415094339623,0.3333333333333333,0.5,1.0750000000000002,3.5799999999999996,0.0,0.0,3.766666666666667,0.0,4.075,0.0,0.0,0.11458333333333333,4.066666666666666,0.575,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,0.0,2.54,1.8333333333333333,4,8
11233,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,1,1,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,2,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.1,0.0,0.0,4.1,2.9333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4857142857142853,0.0,0.0,0.0,4.0,3.9,0.0,0.0,0.0,0.0,0.0,2.5,0.0,4.4,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5
11564,0,4,3,34,0,0,0,9,1,3,0,0,16,11,0,34,2,0,1,0,19,2,0,0,60,2,1,0,0,6,0,0,0,0,60,16,0,0,0,3,3,11,0,0,0,4,1,3,3,0,0,60,43,3,2,11,4,36,2,7,0,0,0,60,8,4,5,7,0,0,17,4,20,0,0,60,3,54,0,0,0,0,0,0,7,0,0,9,16,0.0,2.875,0.0,2.861764705882353,0.0,0.0,0.0,1.6444444444444446,0.0,1.4666666666666668,0.0,0,2.01875,2.827272727272727,0.0,3.9499999999999993,2.5,0.0,4.7,0.0,2.7473684210526312,1.6,0.0,0.0,0.24000000000000002,2.4,4.5,0,0.0,3.4,0.0,0.0,0.0,0.0,3.4099999999999997,2.81875,0.0,0.0,0.0,3.0666666666666664,2.8333333333333335,3.9818181818181815,0.0,0.0,0.0,4.3,4.4,4.433333333333334,1.6666666666666667,0.0,0.0,3.39,2.604651162790698,3.0666666666666664,3.75,3.027272727272727,2.325,0.7722222222222223,0.0,3.357142857142857,0.0,0.0,0.0,2.4966666666666666,3.4375,1.25,1.5,1.2857142857142858,0.0,0.0,2.9941176470588236,2.5,3.6650000000000005,0.0,0.0,0.8016666666666666,2.3666666666666667,0.6277777777777778,0.0,0.0,0.0,0.0,0.0,0.0,2.642857142857143,0.0,0.0,1.6222222222222222,1.31875,6,9
11570,1,4,3,33,0,0,0,11,2,3,1,0,15,11,0,34,2,0,1,0,18,2,0,0,56,3,1,0,0,5,0,2,0,0,60,14,0,0,0,3,3,10,0,0,0,5,1,3,3,0,0,60,42,4,2,14,0,37,3,8,0,0,0,60,6,4,6,8,0,0,17,3,19,0,0,60,3,49,0,0,0,1,0,0,8,0,0,6,20,4.4,2.875,0.0,2.5060606060606063,0.0,0.0,0.0,2.1454545454545455,2.25,1.4666666666666668,4.5,0,1.9,2.827272727272727,0.0,3.826470588235293,2.5,0.0,4.7,0.0,2.9000000000000004,1.6,0.0,0.0,0.2571428571428572,2.466666666666667,4.5,0,0.0,2.5799999999999996,0.0,2.5,0.0,0.0,3.4616666666666664,3.2142857142857144,0.0,0.0,0.0,3.0666666666666664,2.8333333333333335,3.94,0.0,0.0,0.0,4.220000000000001,4.4,4.433333333333334,1.6666666666666667,0.0,0.0,3.433333333333334,2.5523809523809526,3.4,3.75,2.707142857142857,0.0,0.7513513513513513,0.0,3.5625,0.0,0.0,0.0,2.523333333333333,4.583333333333333,1.25,2.0833333333333335,1.125,0.0,0.0,2.9941176470588236,1.6666666666666667,3.710526315789474,0.0,0.0,0.5850000000000001,2.3666666666666667,0.6918367346938775,0.0,0.0,0.0,4.4,0.0,0.0,2.9375,0.0,0.0,2.1,1.4300000000000002,6,9
11582,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,3,3,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,11,3,0,0,0,2,0,0,3,0,0,0,0,0,1,0,0,19,6,2,0,1,1,2,0,0,1,0,3,1,2,5,0,0,0,0,1,0,1,2,0,2,1,6,0,3,0,0,0,1,0,0,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0.0,0.0,0.0,4.3999999999999995,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0,0.0,4.7,0.0,0.0,0.0,0.0,3.7363636363636363,1.1666666666666667,0.0,0.0,0.0,3.0,0.0,0.0,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5526315789473684,3.3333333333333335,3.0,0.0,3.8,4.0,2.5,0.0,0.0,0.0,0.0,1.5666666666666667,0.0,1.75,0.76,0.0,0.0,0.0,0.0,0.0,0.0,4.7,2.5,0.0,0.0,0.0,0.0,0.0,1.5666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,2.5,3,7
11603,2,0,1,6,0,0,0,4,2,0,0,0,2,10,0,4,1,0,1,0,4,1,0,0,12,5,2,0,0,4,0,1,0,0,41,7,0,1,0,2,0,0,2,0,0,9,0,1,2,5,0,60,11,5,0,5,0,22,4,2,0,0,0,12,1,4,5,5,0,0,1,4,15,2,0,21,4,44,0,0,0,1,0,1,3,0,0,9,15,4.15,0.0,0.0,3.266666666666667,0.0,0.0,0.0,3.2,5.0,0.0,0.0,0,0.0,0.8099999999999999,0.0,4.125,0.0,0.0,4.1,0.0,1.9,0.0,0.0,0.0,0.16666666666666666,2.7399999999999998,2.0,0,0.0,3.875,0.0,0.0,0.0,0.0,3.573170731707317,1.842857142857143,0.0,4.8,0.0,1.9,0.0,0.0,0.0,0.0,0.0,3.5555555555555554,0.0,4.0,0.0,2.5,0.0,2.766666666666667,2.8545454545454545,2.4799999999999995,0.0,4.7,0.0,1.6954545454545455,0.0,4.8,0.0,0.0,0.0,2.741666666666667,0.0,0.0,1.0,2.0,0.0,0.0,5.0,1.25,3.979999999999999,2.5,0.0,0.6761904761904761,0.85,0.6363636363636364,0.0,0.0,0.0,4.1,0.0,0.0,1.5999999999999999,0.0,0.0,2.1222222222222222,1.1,6,13
11607,2,0,0,6,0,0,0,5,2,0,0,0,2,9,0,4,1,0,1,0,2,1,0,0,5,5,2,0,0,4,0,1,0,0,37,7,0,1,0,1,0,0,2,1,0,10,1,1,0,5,0,60,9,4,1,6,0,19,2,1,0,0,0,11,1,3,5,5,0,0,1,4,15,2,0,15,4,37,0,0,0,1,0,2,3,0,0,7,18,4.15,0.0,0.0,2.5,0.0,0.0,0.0,2.56,5.0,0.0,0.0,0,0.0,0.8999999999999999,0.0,4.125,0.0,0.0,4.1,0.0,1.5,0.0,0.0,0.0,0.2,2.7399999999999998,2.0,0,0.0,3.625,0.0,0.0,0.0,0.0,3.532432432432433,1.842857142857143,0.0,4.8,0.0,3.8,0.0,0.0,0.0,4.9,0.0,3.63,0.0,4.0,0.0,2.5,0.0,2.7650000000000006,3.088888888888889,3.0999999999999996,3.0,4.616666666666666,0.0,1.4421052631578946,0.0,4.8,0.0,0.0,0.0,2.9909090909090916,0.0,0.0,1.0,2.0,0.0,0.0,5.0,1.25,3.979999999999999,2.5,0.0,0.5333333333333333,0.85,0.6216216216216216,0.0,0.0,0.0,4.1,0.0,2.25,1.5999999999999999,0.0,0.0,2.8714285714285714,1.1944444444444444,6,13
11736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.0,0.0,2.05,0.0,0.0,4.65,0.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3
11954,0,2,0,0,0,0,0,2,0,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,25,1,3,0,1,0,2,0,0,0,0,0,5,2,0,2,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,2.3666666666666667,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,2.4,0.0,1.6666666666666667,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1666666666666665,0.0,0.0,0.0,0.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2
12160,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,5,0,2,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.35,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.64,0.0,2.35,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1
12249,0,1,0,1,0,0,0,1,1,1,1,0,1,7,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,3,1,0,0,0,1,0,0,2,0,0,3,1,0,1,0,0,11,3,2,0,1,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,3,0,7,0,0,0,1,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,0.0,4.0,0.0,0,5.0,1.4285714285714286,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.5,0.0,0.0,2.733333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.766666666666667,4.0,0.0,0.0,0.0,0.0,2.6727272727272724,3.1666666666666665,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
12267,0,0,5,25,0,0,0,6,3,3,0,0,7,24,0,20,0,2,2,0,9,1,1,0,26,3,1,0,0,5,0,3,0,0,60,17,0,0,0,3,0,3,3,0,0,2,4,5,2,1,0,60,25,3,2,5,2,52,2,2,1,0,0,43,10,7,2,1,0,0,5,9,17,4,0,60,7,56,0,0,0,0,0,3,7,0,0,12,13,0.0,0.0,1.1400000000000001,2.26,0.0,0.0,0.0,1.6666666666666667,1.8333333333333333,1.5666666666666667,0.0,0,3.2857142857142856,1.8583333333333334,0.0,3.38,0.0,3.35,2.3,0.0,2.566666666666667,4.8,0.0,0.0,0.6038461538461538,2.966666666666667,0.0,0,0.0,3.22,0.0,1.3333333333333333,0.0,0.0,3.7366666666666664,2.2588235294117647,0.0,0.0,0.0,2.533333333333333,0.0,1.8,0.3333333333333333,0.0,0.0,1.45,2.15,1.8399999999999999,1.95,1.0,0.0,2.925,2.8120000000000003,2.533333333333333,4.65,2.32,2.0,0.5711538461538461,1.8,1.8,0.0,0.0,0.0,2.4372093023255816,1.75,0.7142857142857143,2.7,5.0,0.0,0.0,2.6,0.0,2.9176470588235293,2.175,0.0,0.31,1.8714285714285717,0.5553571428571428,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,1.0571428571428572,0.0,0.0,3.0,1.0307692307692309,7,9
12340,0,0,0,5,0,0,0,6,2,1,0,0,3,4,0,3,0,0,3,0,5,2,0,0,9,1,3,0,1,1,0,0,0,0,25,4,0,0,0,3,1,1,1,0,0,3,4,1,4,0,0,60,12,3,0,2,1,6,0,1,0,0,0,17,1,5,5,0,0,1,3,1,6,0,1,16,3,20,1,0,0,1,0,0,4,0,1,4,2,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.316666666666667,0.0,3.9,0.0,0,1.6666666666666667,3.0,0.0,4.266666666666667,0.0,0.0,4.033333333333334,0.0,1.0,0.5,0.0,0.0,1.0,0.0,1.5,0,4.0,3.3,0.0,0.0,0.0,0.0,3.3240000000000003,4.6,0.0,0.0,0.0,2.966666666666667,4.9,3.8,0.0,0.0,0.0,3.6999999999999997,0.825,4.5,2.0,0.0,0.0,2.3066666666666666,1.325,2.9333333333333336,0.0,4.85,4.3,2.0833333333333335,0.0,5.0,0.0,0.0,0.0,1.6117647058823528,4.0,1.0,0.9,0.0,0.0,0.0,3.3333333333333335,0.0,3.3666666666666667,0.0,5.0,0.5,4.866666666666666,0.25,0.0,0.0,0.0,3.8,0.0,0.0,1.0,0.0,3.8,3.125,2.5,2,2
12388,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,1,0,0,5,0,0,1,0,3,0,0,1,0,0,3,1,0,0,1,0,7,3,3,1,3,2,4,1,1,2,0,0,1,0,1,1,0,0,0,1,0,1,1,0,12,0,7,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.75,0.0,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.35,2.15,0,0.0,0.0,0.0,3.7,0.0,0.0,3.2,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9666666666666663,5.0,0.0,0.0,2.2,0.0,2.642857142857143,1.6666666666666667,0.0,5.0,2.533333333333333,2.1,1.25,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.0,5.0,5.0,0.0,0.6916666666666668,0.0,0.7142857142857143,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
12474,0,0,0,2,0,0,0,5,0,0,0,0,1,1,0,2,0,2,0,0,1,2,0,0,0,0,0,0,1,0,0,1,1,0,8,0,0,0,0,4,0,0,1,0,0,1,0,0,1,0,0,20,8,4,0,0,0,1,0,0,1,0,1,3,0,7,1,1,0,1,4,0,2,3,0,3,0,14,0,1,0,0,0,2,0,1,0,0,1,0.0,0.0,0.0,2.5,0.0,0.0,0.0,3.18,0.0,0.0,0.0,0,1.0,3.0,0.0,4.3,0.0,1.9,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,0.0,3.2,5.0,0.0,4.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.4,0.0,0.0,5.0,0.0,0.0,2.9749999999999996,2.9125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.7142857142857143,3.0,5.0,0.0,0.0,3.625,0.0,4.05,1.2666666666666666,0.0,0.0,0.0,1.3928571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2,4
12794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9
12836,0,1,0,4,1,0,0,2,1,1,0,0,4,5,0,3,4,0,0,0,0,1,0,0,4,1,4,0,0,0,0,0,0,0,17,9,0,0,0,5,0,1,0,0,0,3,0,0,0,0,0,52,5,5,0,1,0,2,0,0,0,0,0,17,4,2,2,0,0,0,1,0,6,0,0,5,1,10,0,0,0,1,0,0,6,0,0,2,2,0.0,4.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.433333333333333,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.725,0,0.0,0.0,0.0,0.0,0.0,0.0,3.4823529411764707,2.988888888888889,0.0,0.0,0.0,1.7600000000000002,0.0,0.0,0.0,0.0,0.0,4.333333333333333,0.0,0.0,0.0,0.0,0.0,2.251923076923077,3.9,1.7600000000000002,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1176470588235294,2.5,0.0,2.5,0.0,0.0,0.0,5.0,0.0,4.1000000000000005,0.0,0.0,0.2,3.9,0.0,0.0,0.0,0.0,4.1,0.0,0.0,0.6666666666666666,0.0,0.0,4.65,1.5,1,1
12889,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,4,0,0,4,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,12,2,1,0,0,1,0,0,0,0,0,0,2,0,0,2,0,1,0,1,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,3.7,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0,4.5,3.7,0.0,2.275,0.0,0.0,3.55,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.516666666666667,2.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,3.7,0.0,0.0,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1
12963,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,5,1,0,0,0,3,0,0,0,0,0,1,0,1,0,2,0,9,0,3,0,0,0,0,0,0,0,0,0,2,1,4,1,0,0,0,0,0,1,0,0,1,0,6,0,1,0,1,0,0,1,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.22,0.0,0.0,0.0,0.0,2.9333333333333336,0.0,0.0,0.0,0.0,0.0,3.4,0.0,0.0,0.0,2.1,0.0,1.8111111111111111,0.0,2.9333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.3,0.0,0.8333333333333334,0.0,0.0,0.0,4.6,0.0,0.0,5.0,0.0,0.0,4.2,0.0,1,3
